"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"68",67,0,0,0,0.044,0,0.04,0.652,0.02,0.076
"69",68,0.928,0.052,0.984,1,1,1,0.968,1,1
"70",69,0.908,1,0.996,0.984,1,0.4,0.92,1,1
"71",70,0.16,1,0,0.996,0,1,0.092,0,1
"72",71,0.848,1,1,1,1,1,0.888,1,0.408
"73",72,0.028,0.224,0.548,0.012,0,0.2,0,0.016,0.392
"74",73,0,0.1,0,0,0,0,0,0,0
"75",74,0,0.132,0,0.052,0,0,0,0.064,0.548
"76",75,0,0,0,0.724,0,0,0.512,0.024,0.924
"77",76,0,0,0.44,0,0,0,0,0.004,0.004
"78",77,0.004,0,0.088,0.016,0.692,0,0.56,0.068,0.008
"79",78,0,0,0,0,0,0,0.232,0,0
"80",79,0.012,0,0,0,0,0,0.032,0,0
"81",80,0.572,0,0,0,0.26,0,0,0.016,0.704
"82",81,0,0,0,0,0,0,0,0,0
"83",82,0,0.008,0.704,0.012,0,0.096,0,0.364,0
"84",83,0.568,0,0,0,0,0.008,0,0.004,0
"85",84,0.972,1,0.604,1,0.324,0.628,0.964,0.996,0.632
"86",85,0,0.016,0,0,0.004,0,0,0,0
"87",86,0,0.052,0,0,0,0,0,0.588,0
"88",87,1,1,0.024,0.64,0,0.996,1,0.208,1
"89",88,0.16,0,0,0,0,0,0.856,0,0
"90",89,0.32,0.384,1,0.964,1,1,0.044,0.336,1
"91",90,1,1,1,0.188,1,1,1,1,0.008
"92",91,0.88,0.188,0,0.116,0.948,0.188,0.068,0.216,0
"93",92,0.032,0.992,0,0.476,0,0,0,0,0.596
"94",93,0.012,0.004,0.62,0.048,0.012,0.076,0,0.136,0.028
"95",94,0,0,0.984,0,0,1,0.084,0,0
"96",95,0.204,0.688,1,0,0,0,0,1,0
"97",96,0.032,0,0.26,0.164,0.132,0.056,0.02,0.808,0.036
"98",97,0.008,0.456,0.328,0.008,0.072,0.128,0.456,0.436,0.024
"99",98,0,0.004,0,0,0.32,0,0.028,0,0.04
"100",99,0.616,1,0.816,0.012,0.752,1,1,0,1
